qc_id,fid,dirección,latitude,longitude,fecha,icon_url
"609","685","ARRANDI (Calle) , Barakaldo",43.2956962,-2.9861551,05-2022,
"610","686","URKULLU (Calle), 30 , Barakaldo",43.2621182,-3.0204343,05-2022,
"611","688","CRUCES (Plaza) , Barakaldo",43.2814268,-2.9836077,05-2022,
"612","689","CASTILLA-LEON (Calle), 7 , Barakaldo",43.2948234,-2.9857605,05-2022,
"613","690","CASTILLA-LEON (Calle), 7, Barakaldo",43.2948234,-2.9857605,05-2022,
"614","691","ZUBILETA (Calle), 12 , Barakaldo",43.2780568,-2.9791386,05-2022,
"615","692","NAFARROA (Calle), 11, Barakaldo",43.2969875,-2.9862029,05-2022,
"616","693","MURRIETA (Calle), Barakaldo",43.3009137,-2.9884207,05-2022,
"617","694","CERVANTES (Calle) , Barakaldo",43.3007277,-2.9886632,06-2022,
"618","695","JOSE VARA (Calle), 1, Barakaldo",43.2867342,-3.0014249,06-2022,
"619","696","KAREAGA (Calle), 1, Barakaldo",43.2869809,-3.0077703,06-2022,
"620","697","EL FERROCARRIL (Paseo) , Barakaldo",43.2969875,-2.9862029,06-2022,
"621","698","ELECTRICA NERVION (Calle) , Barakaldo",43.300286,-2.9827955,06-2022,
"622","699","FERRERIAS (Calle), 50 , Barakaldo",43.3015862,-2.9923806,06-2022,
"623","700","IBAIBE (Calle) , Barakaldo",43.3025561,-2.9966717,06-2022,
"624","702","GERNIKAKO ARBOLA (Avenida), 52, Barakaldo",43.2873591,-2.9937627,06-2022,
"625","703","LARRASOLO (Calle), 11 , Barakaldo",43.2940525,-2.9931077,06-2022,
"626","704","ISMAEL GOROSTIZA (Calle), , Barakaldo",43.2878028,-2.9871232,06-2022,
"627","706","LA PAZ (Calle) , Barakaldo",43.2810853,-2.9880258,06-2022,
"628","707","LA FLORIDA (Calle), 1 , Barakaldo",43.2948181,-2.9881426,06-2022,
"629","708","ALTOS HORNOS DE VIZCAYA (Avenida) , Barakaldo",43.2969875,-2.9862029,06-2022,
"630","709","SAN VICENTE (Calle), 1, Barakaldo",43.2969875,-2.9862029,06-2022,
"631","710","CASTILLA-LEON (Calle), 9 , Barakaldo",43.2948234,-2.9857605,06-2022,
"632","711","ALDAPA (Calle), 2, Barakaldo",43.2981347,-2.9861707,06-2022,
"633","712","ALDAPA (Calle), 2 , Barakaldo",43.2981347,-2.9861707,06-2022,
"634","713","ALDAPA (Calle), 2 , Barakaldo",43.2981347,-2.9861707,06-2022,
"635","714","JUNTAS GENERALES (Calle), 1, Barakaldo",43.2978061,-2.9894093,06-2022,
"636","715","LA BONDAD (Calle), 4 , Barakaldo",43.2984175,-2.9953181,06-2022,
"637","716","OKELURI (Calle), 10 , Barakaldo",43.2846044,-2.9823949,06-2022,
"638","717","BIZKAIA (Calle), 26, Barakaldo",43.2944898,-2.98699,06-2022,
"639","718","OKELURI (Calle), 16 , Barakaldo",43.2846044,-2.9823949,06-2022,
"640","719","OKELURI (Calle), 16 , Barakaldo",43.2846044,-2.9823949,06-2022,
"641","720","LA DINAMITA (Calle), 26 , Barakaldo",43.2772277,-2.9858697,06-2022,
"642","721","ETXATXU (Calle), 10 , Barakaldo",43.2934956,-2.9850378,06-2022,
"643","722","EL AHORRO (Calle), 3 , Barakaldo",43.2969875,-2.9862029,06-2022,
"644","725","LA INMACULADA (Calle), 25, Barakaldo",43.2847548,-2.984584,06-2022,
"645","727","LUCHANA MINING (Calle),, Barakaldo",43.2892559,-2.9778952,06-2022,
"646","728","LA PAZ (Calle), 13 , Barakaldo",43.2969875,-2.9862029,06-2022,
"647","729","CASERIO IBARRE (Calle), Barakaldo",43.2920591,-2.9820334,06-2022,
"648","730","PIO BAROJA (Calle), 1, Barakaldo",43.285123,-2.9801337,06-2022,
"649","731","PIO BAROJA (Calle), 1 , Barakaldo",43.285123,-2.9801337,06-2022,
"650","733","LETXEZAR (Calle), Barakaldo",43.3007146,-2.9901334,06-2022,
"651","734","EUSKADI (Avenida), 24 , Barakaldo",43.2969875,-2.9862029,06-2022,
"652","735","ISMAEL GOROSTIZA (Calle), Barakaldo",43.2878028,-2.9871232,06-2022,
"653","736","AZKUE (Ronda) , Barakaldo",43.2906828,-2.99128,06-2022,
"654","737","JUAN DE GARAI (Calle), 5, Barakaldo",43.2565441,-2.9331639,06-2022,
"655","738","HORACIO ETXEBARRIETA (Calle), Barakaldo",43.2822,-2.9815771,06-2022,
"656","739","ALEIXANDRE (Calle), 1, Barakaldo",43.2832726,-2.989281,06-2022,
"657","740","JUNTAS GENERALES (Calle), 6, Barakaldo",43.2978061,-2.9894093,06-2022,
"658","741","ARRANOI (Calle), 36, Barakaldo",43.2969875,-2.9862029,06-2022,
"659","742","LA LIBERTAD (Avenida), 45, Barakaldo",43.2969875,-2.9862029,06-2022,
"660","743","ELECTRICA NERVION (Calle), 1 , Barakaldo",43.300286,-2.9827955,06-2022,
"661","744","FRANCISCO GOMEZ (Calle), 4, Barakaldo",43.2961451,-2.9946864,06-2022,
"662","748","MIRANDA (Avenida), 14, Barakaldo",43.2964707,-2.994534,06-2022,
"663","749","LA LIBERTAD (Avenida), 19, Barakaldo",43.2969875,-2.9862029,06-2022,
"664","751","ARAUTI (Calle) , Barakaldo",43.2997055,-2.9956896,06-2022,
"665","753","CASTILLA-LEON (Calle), 7, Barakaldo",43.2948234,-2.9857605,06-2022,
"666","754","LA PAZ (Calle), 38, Barakaldo",43.2969875,-2.9862029,06-2022,
"667","755","BUEN PASTOR (Calle), 15 , Barakaldo",43.2969875,-2.9862029,06-2022,
"668","756","BEURKO VIEJO (Calle), 1 , Barakaldo",43.3016854,-2.9974385,06-2022,
"669","757","BEURKO VIEJO (Calle), 1 , Barakaldo",43.3016854,-2.9974385,06-2022,
"670","758","CASTOR ANDETXAGA (Calle), 12, Barakaldo",43.2957955,-2.9929385,06-2022,
"671","759","HOSPITAL DE CRUCES (Parking),, Barakaldo",43.2825571,-2.9843738,06-2022,
"672","760","ERREKATXU (Calle), 3, Barakaldo",43.2941343,-3.0004199,06-2022,
"673","762","GERNIKAKO ARBOLA (Avenida), 44, Barakaldo",43.2895587,-2.9928429,06-2022,
"674","763","BALEJO (Calle), 2, Barakaldo",43.2837761,-2.9833673,06-2022,
"675","764","GOYA (Calle) , Barakaldo",43.2951541,-2.9951159,06-2022,
"676","765","FERRERIAS (Calle), 50 , Barakaldo",43.3015862,-2.9923806,06-2022,
"677","766","LA INMACULADA (Calle) , Barakaldo",43.2847548,-2.984584,06-2022,
"678","768","GOROSTITZA (Calle), Barakaldo",43.2744721,-2.99392,06-2022,
"679","769","CASTOR ANDETXAGA (Calle), Barakaldo",43.2957955,-2.9929385,06-2022,
"680","770","BALEJO (Calle), Barakaldo",43.2837761,-2.9833673,06-2022,
"681","771","GOROSTITIA (Calle) , Barakaldo",43.1881174,-2.4613737,06-2022,
"682","772","GOROSTITIA (Calle) , Barakaldo",43.1881174,-2.4613737,06-2022,
"683","773","GOROSTITIA (Calle) , Barakaldo",43.1881174,-2.4613737,06-2022,
"684","774","BALEJO (Calle), 5 , Barakaldo",43.2837761,-2.9833673,06-2022,
"685","775","ASTURIAS (Calle), 2 , Barakaldo",43.3613953,-5.8593267,06-2022,
"686","776","ANDICOLLANO (Calle), 33, Barakaldo",43.288183,-2.9810264,06-2022,
"687","777","FRANCISCO GOMEZ (Calle), 8, Barakaldo",43.2961451,-2.9946864,06-2022,
"688","778","ARRANDI (Calle), 38 , Barakaldo",43.2956962,-2.9861551,06-2022,
"689","779","FERRERIAS (Calle), 50 , Barakaldo",43.3015862,-2.9923806,06-2022,
"690","780","CRUCES (Plaza) , Barakaldo",43.2814268,-2.9836077,06-2022,
"691","781","SAN LUIS (Calle) , Barakaldo",43.2938393,-2.9838001,06-2022,
"692","782","CARLOS IBAÑEZ LOPEZ (Calle), Barakaldo",43.2911678,-2.9775008,06-2022,
"693","783","JUAN DE GARAI (Calle), 5, Barakaldo",43.2565441,-2.9331639,06-2022,
"694","785","BALEJO (Calle), 2 , Barakaldo",43.2837761,-2.9833673,06-2022,
"695","786","JUNTAS GENERALES (Calle), 5, Barakaldo",42.8640138,-2.6834743,06-2022,
"696","787","FLEMING (Calle), 17 , Barakaldo",43.2969875,-2.9862029,06-2022,
"697","788","MUNOA (Calle) , Barakaldo",43.2792709,-2.9788766,06-2022,
"698","790","GERNIKAKO ARBOLA (Avenida), 22 , Barakaldo",43.2931503,-2.9910304,06-2022,
"699","791","GERNIKAKO ARBOLA (Avenida) , Barakaldo",43.2944127,-2.9951972,06-2022,
"700","792","LANDABURU (Calle) , Barakaldo",43.2924728,-2.9886797,06-2022,
"701","793","CASTILLA-LEON (Calle), 3 , Barakaldo",43.2948234,-2.9857605,06-2022,
"702","795","NAFARROA (Calle), 14 , Barakaldo",43.2969875,-2.9862029,06-2022,
"703","796","ARRANDI (Calle), 34, Barakaldo",43.2956962,-2.9861551,06-2022,
"704","797","ARRANDI (Calle), 38 , Barakaldo",43.2956962,-2.9861551,06-2022,
"705","798","MERINDAD DE URIBE (Calle), 8 , Barakaldo",43.2957664,-2.9883691,06-2022,
"706","799","FLEMING (Calle), 14 , Barakaldo",43.2969875,-2.9862029,06-2022,
"707","800","LA PAZ (Calle), Barakaldo",43.2810853,-2.9880258,06-2022,
